City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,natal,-5.795,-35.2094,29.36,74,40,6.17,BR,1680123021
369,zhanaozen,43.3,52.8,13.7,62,0,4.19,KZ,1680123315
370,awbari,26.5921,12.7805,19.95,30,0,6.3,LY,1680123316
371,cortez,37.3489,-108.5859,13.35,32,47,8.25,US,1680123316
372,juneau,58.3019,-134.4197,5.61,100,49,1.5,US,1680123316
373,prince rupert,54.3161,-130.3201,7.05,65,0,6.17,CA,1680123316
374,college,64.8569,-147.8028,-1.07,56,100,1.06,US,1680123317
375,asyut,27.181,31.1837,19.1,38,0,7.58,EG,1680123318
376,kassala,15.451,36.4,27.51,17,88,3.68,SD,1680123319
377,abha,18.2164,42.5053,16.9,67,0,0.0,SA,1680123319
378,locri,38.2414,16.2623,11.29,54,84,4.74,IT,1680123320
379,san carlos,9.6612,-68.5827,33.26,34,88,2.72,VE,1680123320
380,pyatovskiy,54.6891,36.0563,5.02,86,100,3.62,RU,1680123321
381,kailua,21.4022,-157.7394,26.99,90,100,0.0,US,1680123322
382,goderich,43.7501,-81.7165,1.06,51,84,10.29,CA,1680123322
383,goodlettsville,36.3231,-86.7133,18.23,29,0,1.12,US,1680123219
384,andenes,69.3143,16.1194,-3.01,74,75,5.14,NO,1680123323
385,voyvozh,62.892,54.9635,-12.2,97,70,2.06,RU,1680123323
386,lata,40.1629,-8.3327,12.66,81,46,1.73,PT,1680123324
387,balabac,7.9868,117.0645,26.62,82,65,3.55,PH,1680123325
388,coffs harbour,-30.3,153.1333,18.96,94,41,0.0,AU,1680123325
389,west wendover,40.7391,-114.0733,7.56,53,100,8.23,US,1680123325
390,llanes,43.4198,-4.7549,16.34,65,7,0.75,ES,1680123325
391,san cristobal,7.7669,-72.225,25.1,53,100,1.21,VE,1680123326
392,xuanhua,40.6103,115.0447,10.8,17,96,0.98,CN,1680123326
393,qandala,11.472,49.8728,28.3,75,27,2.26,SO,1680123326
394,bubaque,11.2833,-15.8333,25.47,70,10,6.87,GW,1680123326
395,bosaso,11.2842,49.1816,27.81,76,36,1.3,SO,1680123327
396,alihe,50.5667,123.7167,-4.15,83,8,1.41,CN,1680123327
397,mugur-aksy,50.35,90.5,-1.83,46,7,1.85,RU,1680123328
398,kavieng,-2.5744,150.7967,27.81,74,99,2.16,PG,1680123328
399,bintulu,3.1667,113.0333,24.23,94,40,0.51,MY,1680123329
400,bundaberg,-24.85,152.35,24.01,91,100,1.34,AU,1680123329
401,iqaluit,63.7506,-68.5145,-17.15,77,75,10.29,CA,1680123160
402,atkinson,42.8384,-71.147,13.46,36,22,3.13,US,1680123330
403,arvika,59.6553,12.5852,-7.66,98,51,0.97,SE,1680123330
404,jacksonville,30.3322,-81.6556,21.12,64,75,5.14,US,1680122772
405,youkounkoun,12.5333,-13.1333,33.56,14,19,1.49,GN,1680123330
406,teguldet,57.3064,88.1667,-6.03,77,100,4.0,RU,1680123331
407,islahiye,37.025,36.6306,6.47,84,93,0.75,TR,1680123331
408,zhigansk,66.7697,123.3711,-28.5,100,34,1.87,RU,1680123332
409,codrington,-38.2667,141.9667,11.74,86,60,4.25,AU,1680123332
410,rizhao,35.4275,119.4553,8.74,72,100,1.15,CN,1680123333
411,tabas,33.5959,56.9244,18.12,45,2,1.03,IR,1680123334
412,russell,32.3502,-85.1999,20.54,34,88,0.77,US,1680123334
413,katsuura,35.1333,140.3,11.84,82,14,2.41,JP,1680123334
414,shieli,44.1667,66.75,15.82,66,56,3.66,KZ,1680123335
415,nishihara,26.1842,127.7558,17.81,93,100,7.72,JP,1680123336
416,conceicao do araguaia,-8.2578,-49.2647,26.79,79,100,0.94,BR,1680123336
417,manaus,-3.1019,-60.025,31.28,70,75,3.6,BR,1680123336
418,valparaiso,-33.0393,-71.6273,26.13,47,0,7.72,CL,1680123337
419,copiapo,-27.3667,-70.3333,20.83,37,0,3.53,CL,1680123337
420,coahuayana,18.7333,-103.6833,32.58,36,96,3.53,MX,1680123337
421,miraflores,19.2167,-98.8083,25.02,30,53,1.95,MX,1680123337
422,borovskoy,53.8,64.15,-2.3,79,11,4.24,KZ,1680123338
423,uribia,11.7139,-72.266,32.03,40,10,9.8,CO,1680123338
424,banjar,-8.19,114.9675,24.77,90,99,1.33,ID,1680123339
425,havoysund,70.9963,24.6622,-1.87,88,100,10.88,NO,1680123340
426,staraya toropa,56.2801,31.6702,-3.21,92,100,4.77,RU,1680123340
427,kapenguria,1.2511,35.0895,15.43,77,85,0.72,KE,1680123340
428,astana,51.1801,71.446,-0.03,93,100,11.0,KZ,1680123341
429,uvat,59.1433,68.8953,-4.64,89,48,4.64,RU,1680123342
430,hervey bay,-25.2986,152.8535,24.16,81,100,4.11,AU,1680123342
431,sao miguel do araguaia,-13.275,-50.1628,26.72,74,16,1.18,BR,1680123342
432,maicao,11.3832,-72.2432,31.15,44,11,7.26,CO,1680123343
433,san ramon de la nueva oran,-23.1322,-64.326,33.01,52,11,2.2,AR,1680123343
434,touba,8.2833,-7.6833,23.67,84,89,1.16,CI,1680123140
435,rumoi,43.9344,141.6428,2.07,84,3,3.35,JP,1680123344
436,fort nelson,58.8053,-122.7002,1.08,72,100,4.12,CA,1680123344
437,opuwo,-18.0607,13.84,22.33,69,99,2.59,NA,1680123344
438,graham,47.0529,-122.2943,15.39,42,16,1.34,US,1680123345
439,vanimo,-2.6741,141.3028,25.64,85,100,0.35,PG,1680123345
440,poso,-1.3959,120.7524,24.87,84,60,1.76,ID,1680123346
441,narsaq,60.9167,-46.05,-7.79,76,13,1.53,GL,1680123346
442,alghero,40.5589,8.3181,10.05,93,0,0.51,IT,1680123346
443,rorvik,64.8621,11.2373,-8.01,73,0,0.51,NO,1680123346
444,reichenbach,48.7101,9.4643,13.3,81,0,1.54,DE,1680123347
445,honiara,-9.4333,159.95,25.68,87,100,0.71,SB,1680123347
446,diego de almagro,-26.3667,-70.05,26.79,28,0,5.17,CL,1680123348
447,peru,40.7537,-86.0689,6.54,85,99,5.82,US,1680123348
448,lujan,-34.5703,-59.105,22.84,65,74,2.68,AR,1680123348
449,champerico,14.3,-91.9167,33.3,64,8,6.06,GT,1680123348
450,alice springs,-23.7,133.8833,16.75,82,100,3.6,AU,1680123349
451,filadelfia,39.9523,-75.1638,15.06,31,40,5.66,US,1680123149
452,conde,-7.2597,-34.9075,27.7,74,75,4.63,BR,1680123349
453,port hawkesbury,45.6169,-61.3485,2.88,94,100,4.12,CA,1680123350
454,westport,41.1415,-73.3579,13.27,36,74,1.79,US,1680123350
455,karratha,-20.7377,116.8463,27.83,77,100,6.65,AU,1680123350
456,caravelas,-17.7125,-39.2481,25.02,72,0,2.7,BR,1680123351
457,acapulco,16.8634,-99.8901,30.32,51,91,4.29,MX,1680123153
458,saint-joseph,-21.3667,55.6167,25.21,78,53,4.37,RE,1680123351
459,imphal,24.8167,93.95,16.18,65,75,0.53,IN,1680123351
460,berestechko,50.3605,25.1107,1.11,57,0,2.66,UA,1680123352
461,baherden,38.4362,57.4316,20.12,42,0,3.02,TM,1680123352
462,dandeli,15.2667,74.6167,19.83,68,67,1.57,IN,1680123352
463,port pirie,-33.1833,138.0167,14.14,73,0,2.2,AU,1680123353
464,mosetse,-20.75,26.65,21.3,64,49,1.89,BW,1680123353
465,merauke,-8.4667,140.3333,25.26,89,94,2.05,ID,1680123304
466,pangnirtung,66.1451,-65.7125,-10.0,48,20,2.57,CA,1680123354
467,port blair,11.6667,92.75,27.02,83,40,1.03,IN,1680123354
468,gabu,12.2833,-14.2167,29.87,42,20,4.23,GW,1680123354
469,santa rosalia,27.3167,-112.2833,23.41,21,3,1.23,MX,1680123355
470,wanaka,-44.7,169.15,3.39,77,14,0.45,NZ,1680123355
471,bangkalan,-7.0455,112.7351,24.97,87,100,3.27,ID,1680123355
472,daru,-9.0763,143.2092,25.24,90,100,1.46,PG,1680123355
473,asau,46.4333,26.4,0.71,82,98,2.03,RO,1680123355
474,makakilo city,21.3469,-158.0858,26.18,78,20,6.17,US,1680123097
475,saint-augustin,51.226,-58.6502,0.41,82,100,3.56,CA,1680123356
476,sao joao da barra,-21.6403,-41.0511,29.05,84,50,3.69,BR,1680123240
477,lavrentiya,65.5833,-171.0,-6.22,94,100,5.52,RU,1680123356
478,mayo,38.8876,-76.5119,16.74,41,0,5.14,US,1680123356
479,guerrero negro,27.9769,-114.0611,18.92,41,0,7.57,MX,1680123357
480,rantepao,-2.9701,119.8978,18.03,95,93,1.48,ID,1680123357
481,bowen,-20.0167,148.2333,25.53,81,21,1.31,AU,1680123357
482,troitsko-pechorsk,62.7084,56.1964,-14.72,100,91,0.49,RU,1680123357
483,voskresenskoye,56.8381,45.4317,0.95,86,100,3.75,RU,1680123358
484,kafue,-15.7691,28.1814,16.53,95,21,1.51,ZM,1680123358
485,vila velha,-20.3297,-40.2925,27.97,78,40,3.6,BR,1680123358
486,morant bay,17.8815,-76.4093,29.79,63,0,5.54,JM,1680123358
487,klaksvik,62.2266,-6.589,5.51,97,100,18.65,FO,1680123359
488,morro bay,35.3658,-120.8499,14.31,72,76,1.79,US,1680123359
489,manakara,-22.1333,48.0167,22.51,83,79,1.73,MG,1680123359
490,wanlaweyn,2.6185,44.8938,27.35,68,65,5.72,SO,1680123360
491,olinda,-8.0089,-34.8553,23.85,88,100,1.03,BR,1680123360
492,kaseda,31.4167,130.3167,13.85,66,100,3.08,JP,1680123361
493,mareeba,-17.0,145.4333,21.36,94,74,0.79,AU,1680123362
494,abu dhabi,24.4667,54.3667,24.97,60,0,2.06,AE,1680123046
495,iquique,-20.2208,-70.1431,27.02,80,13,2.7,CL,1680123190
496,huilong,31.8111,121.655,11.07,94,100,2.2,CN,1680123363
497,el carmen de bolivar,9.7174,-75.1202,29.43,62,91,4.02,CO,1680123364
498,beringovskiy,63.05,179.3167,-6.7,89,99,4.54,RU,1680123364
499,clarence town,-32.5833,151.7833,18.81,78,0,2.17,AU,1680123082
500,mecca,21.4267,39.8261,26.37,44,52,0.97,SA,1680123085
501,port augusta,-32.5,137.7667,15.56,71,63,2.47,AU,1680123366
502,sao jose da coroa grande,-8.8978,-35.1478,26.11,82,34,4.35,BR,1680123366
503,kodinsk,58.6881,99.1844,4.62,93,100,5.32,RU,1680123367
504,shihezi,44.3,86.0333,9.84,49,0,2.16,CN,1680123367
505,ambon,-3.6954,128.1814,24.08,94,40,3.6,ID,1680123368
506,itarema,-2.9248,-39.9167,26.08,81,24,4.18,BR,1680123369
507,mega,4.05,38.3,16.88,76,10,2.24,ET,1680123370
508,peddapalli,18.6167,79.3667,28.0,58,91,4.81,IN,1680123370
509,tambovka,50.0969,128.0489,-0.75,56,35,5.57,RU,1680123371
510,marsaxlokk,35.8419,14.5431,15.04,76,0,2.57,MT,1680123371
511,asfi,32.2994,-9.2372,17.63,72,2,5.18,MA,1680123306
512,gat,31.61,34.7642,14.38,100,81,6.66,IL,1680123372
513,domoni,-12.2569,44.5319,27.0,81,99,0.82,KM,1680123372
514,palembang,-2.9167,104.7458,24.05,94,20,1.03,ID,1680123373
515,port lavaca,28.615,-96.6261,23.03,55,100,7.2,US,1680123373
516,batsfjord,70.6345,29.7185,-2.04,93,75,15.95,NO,1680123374
517,mackay,-21.15,149.2,22.6,85,2,2.43,AU,1680123374
518,chicama,-7.8447,-79.1469,29.3,63,85,4.27,PE,1680123374
519,chabahar,25.2919,60.643,24.7,59,0,6.12,IR,1680123375
520,vagay,57.9375,69.0217,-3.53,72,6,3.95,RU,1680123375
521,ordzhonikidze,52.4411,61.7408,-2.43,85,70,7.24,KZ,1680123375
522,hoquiam,46.9809,-123.8893,16.09,57,32,0.89,US,1680123283
523,kulhudhuffushi,6.6221,73.07,28.46,71,70,3.81,MV,1680123376
524,zapolyarnyy,69.4154,30.8136,-5.4,95,100,5.69,RU,1680123377
525,svetlogorsk,52.6333,29.7333,-3.14,89,79,4.67,BY,1680123377
526,berkakit,56.5807,124.7681,-23.91,100,60,0.9,RU,1680123377
527,la antigua,6.7153,-76.079,18.99,88,100,1.43,CO,1680123378
528,sonipat,28.9833,77.0167,21.0,37,100,2.48,IN,1680123379
529,san felipe,10.3399,-68.7425,27.11,56,90,4.15,VE,1680123379
530,chirilagua,13.2203,-88.1386,32.42,38,5,3.71,SV,1680123379
531,swarzedz,52.4129,17.085,7.72,65,75,3.09,PL,1680123380
532,lianran,24.9227,102.485,7.3,68,0,1.68,CN,1680123380
533,krasnyy tkach,55.4721,39.0802,5.49,88,100,3.09,RU,1680123381
534,kontagora,10.3999,5.4695,29.99,13,88,1.59,NG,1680123381
535,raudeberg,61.9875,5.1352,2.37,66,45,3.14,NO,1680123382
536,nemuro,43.3236,145.575,1.73,88,0,1.33,JP,1680123382
537,ler,8.3018,30.1418,31.53,19,74,1.69,SS,1680123382
538,disna,55.568,28.1971,-4.27,83,98,3.76,BY,1680123382
539,itaituba,-4.2761,-55.9836,33.09,52,20,2.06,BR,1680123383
540,komsomolskiy,40.4272,71.7189,16.4,44,100,4.12,UZ,1680123383
541,evanston,42.0411,-87.6901,6.9,43,20,3.58,US,1680123343
542,port macquarie,-31.4333,152.9167,18.83,78,0,2.14,AU,1680123384
543,phalodi,27.1333,72.3667,25.22,42,99,3.56,IN,1680123384
544,vila,42.0304,-8.1588,10.94,88,97,3.92,PT,1680123385
545,tual,-5.6667,132.75,26.83,81,100,5.33,ID,1680123385
546,mitsamiouli,-11.3847,43.2844,27.55,76,100,2.26,KM,1680123386
547,payson,40.0444,-111.7321,13.35,27,100,7.2,US,1680123342
548,tygda,53.1167,126.3333,-5.71,70,25,5.6,RU,1680123386
549,nouadhibou,20.931,-17.0347,19.99,88,0,8.23,MR,1680123387
550,lashma,54.9321,41.1438,6.16,76,100,3.82,RU,1680123387
551,rustam,27.969,68.8048,20.97,54,0,7.8,PK,1680123388
552,korla,41.7597,86.1469,13.02,17,95,1.92,CN,1680123388
553,libreville,0.3925,9.4537,25.11,83,100,2.23,GA,1680123389
554,quatre cocos,-20.2078,57.7625,27.06,83,79,6.27,MU,1680123389
555,warrington,53.3925,-2.5802,13.3,90,75,2.06,GB,1680123389
556,muravlenko,63.7898,74.523,-16.38,96,89,7.12,RU,1680123390
557,nikel,69.4128,30.222,-4.9,94,100,5.02,RU,1680123390
558,la cruz,23.9167,-106.9,25.14,50,100,3.62,MX,1680123390
559,clyde,41.3042,-82.9752,4.95,78,100,7.94,US,1680123390
560,anadyr,64.75,177.4833,-7.72,92,75,9.0,RU,1680123391
561,la paz,-16.5,-68.15,10.88,68,75,2.57,BO,1680123391
562,baykit,61.67,96.37,-10.79,86,100,6.22,RU,1680123392
563,cap malheureux,-19.9842,57.6142,25.82,77,72,1.34,MU,1680123392
564,pingliang,35.5392,106.6861,7.47,63,82,1.57,CN,1680123393
565,lima,-12.0432,-77.0282,27.14,61,0,5.14,PE,1680122918
566,bilibino,68.0546,166.4372,-16.48,96,100,0.97,RU,1680123393
567,pinheiro machado,-31.5783,-53.3811,25.03,79,95,2.06,BR,1680123393
568,san jose,37.3394,-121.895,11.06,78,100,5.36,US,1680123238
569,yotsukaido,35.65,140.1667,13.23,94,46,2.75,JP,1680123394
570,veraval,20.9,70.3667,23.64,80,0,3.92,IN,1680123394
571,havelock,34.8791,-76.9013,15.97,59,9,2.68,US,1680123395
572,brae,60.3964,-1.353,6.38,95,100,12.99,GB,1680123395
